mode,total_images,success_count,success_rate,avg_inference_time_ms,avg_error_mm,std_error_mm,min_error_mm,max_error_mm,avg_confidence
opencv,3,3,1.0,3.4946600596110025,542.1798077762304,93.49361496770733,412.2438598693739,628.339080433487,0.6999999999999998
yolo,3,3,1.0,49.61689313252767,632.2778943943971,77.81386504679668,523.676426813352,701.966523418318,0.7181144754091898
hybrid,3,3,1.0,27.85189946492513,542.1798077762304,93.49361496770733,412.2438598693739,628.339080433487,0.7181144754091898
